image$caption
synthetic_image_1.png$[{'name': 'green', 'keypoint': {'x': 298, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 117, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 426, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 367}}, {'name': 'green', 'keypoint': {'x': 240, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 430, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 25, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 371}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 475}}]
synthetic_image_461.png$[{'name': 'orange', 'keypoint': {'x': 534, 'y': 483}}, {'name': 'green', 'keypoint': {'x': 393, 'y': 552}}, {'name': 'blue', 'keypoint': {'x': 177, 'y': 449}}, {'name': 'green', 'keypoint': {'x': 324, 'y': 475}}, {'name': 'yellow', 'keypoint': {'x': 271, 'y': 491}}, {'name': 'green', 'keypoint': {'x': 612, 'y': 380}}, {'name': 'orange', 'keypoint': {'x': 187, 'y': 407}}, {'name': 'blue', 'keypoint': {'x': 70, 'y': 423}}, {'name': 'blue', 'keypoint': {'x': 252, 'y': 580}}, {'name': 'green', 'keypoint': {'x': 265, 'y': 473}}]
synthetic_image_462.png$[{'name': 'orange', 'keypoint': {'x': 529, 'y': 392}}, {'name': 'blue', 'keypoint': {'x': 309, 'y': 578}}, {'name': 'orange', 'keypoint': {'x': 560, 'y': 630}}, {'name': 'yellow', 'keypoint': {'x': 472, 'y': 378}}, {'name': 'yellow', 'keypoint': {'x': 543, 'y': 429}}, {'name': 'orange', 'keypoint': {'x': 373, 'y': 417}}, {'name': 'yellow', 'keypoint': {'x': 468, 'y': 497}}, {'name': 'yellow', 'keypoint': {'x': 500, 'y': 440}}, {'name': 'green', 'keypoint': {'x': 173, 'y': 552}}, {'name': 'blue', 'keypoint': {'x': 501, 'y': 532}}]
synthetic_image_463.png$[{'name': 'orange', 'keypoint': {'x': 375, 'y': 512}}, {'name': 'blue', 'keypoint': {'x': 429, 'y': 400}}, {'name': 'green', 'keypoint': {'x': 551, 'y': 408}}, {'name': 'green', 'keypoint': {'x': 509, 'y': 379}}, {'name': 'yellow', 'keypoint': {'x': 48, 'y': 394}}, {'name': 'blue', 'keypoint': {'x': 108, 'y': 394}}, {'name': 'green', 'keypoint': {'x': 264, 'y': 501}}, {'name': 'yellow', 'keypoint': {'x': 56, 'y': 591}}, {'name': 'green', 'keypoint': {'x': 287, 'y': 502}}, {'name': 'yellow', 'keypoint': {'x': 68, 'y': 381}}]
synthetic_image_464.png$[{'name': 'yellow', 'keypoint': {'x': 85, 'y': 435}}, {'name': 'orange', 'keypoint': {'x': 197, 'y': 618}}, {'name': 'yellow', 'keypoint': {'x': 356, 'y': 540}}, {'name': 'blue', 'keypoint': {'x': 676, 'y': 404}}, {'name': 'orange', 'keypoint': {'x': 669, 'y': 528}}, {'name': 'yellow', 'keypoint': {'x': 548, 'y': 585}}, {'name': 'yellow', 'keypoint': {'x': 352, 'y': 532}}, {'name': 'blue', 'keypoint': {'x': 184, 'y': 503}}, {'name': 'orange', 'keypoint': {'x': 65, 'y': 405}}, {'name': 'yellow', 'keypoint': {'x': 378, 'y': 543}}]
synthetic_image_465.png$[{'name': 'orange', 'keypoint': {'x': 56, 'y': 435}}, {'name': 'orange', 'keypoint': {'x': 139, 'y': 566}}, {'name': 'yellow', 'keypoint': {'x': 141, 'y': 417}}, {'name': 'yellow', 'keypoint': {'x': 254, 'y': 438}}, {'name': 'orange', 'keypoint': {'x': 40, 'y': 513}}, {'name': 'green', 'keypoint': {'x': 266, 'y': 398}}, {'name': 'yellow', 'keypoint': {'x': 237, 'y': 528}}, {'name': 'green', 'keypoint': {'x': 714, 'y': 590}}, {'name': 'green', 'keypoint': {'x': 355, 'y': 409}}, {'name': 'blue', 'keypoint': {'x': 341, 'y': 431}}]
synthetic_image_466.png$[{'name': 'yellow', 'keypoint': {'x': 442, 'y': 511}}, {'name': 'green', 'keypoint': {'x': 481, 'y': 449}}, {'name': 'orange', 'keypoint': {'x': 265, 'y': 543}}, {'name': 'blue', 'keypoint': {'x': 471, 'y': 528}}, {'name': 'green', 'keypoint': {'x': 376, 'y': 517}}, {'name': 'blue', 'keypoint': {'x': 134, 'y': 503}}, {'name': 'blue', 'keypoint': {'x': 331, 'y': 513}}, {'name': 'blue', 'keypoint': {'x': 511, 'y': 424}}, {'name': 'blue', 'keypoint': {'x': 38, 'y': 508}}, {'name': 'orange', 'keypoint': {'x': 431, 'y': 506}}]
synthetic_image_467.png$[{'name': 'blue', 'keypoint': {'x': 6, 'y': 617}}, {'name': 'blue', 'keypoint': {'x': 686, 'y': 580}}, {'name': 'orange', 'keypoint': {'x': 318, 'y': 468}}, {'name': 'blue', 'keypoint': {'x': 89, 'y': 391}}, {'name': 'yellow', 'keypoint': {'x': 181, 'y': 413}}, {'name': 'green', 'keypoint': {'x': 676, 'y': 612}}, {'name': 'yellow', 'keypoint': {'x': 74, 'y': 418}}, {'name': 'blue', 'keypoint': {'x': 429, 'y': 370}}, {'name': 'orange', 'keypoint': {'x': 156, 'y': 555}}, {'name': 'orange', 'keypoint': {'x': 341, 'y': 363}}]
synthetic_image_468.png$[{'name': 'green', 'keypoint': {'x': 87, 'y': 401}}, {'name': 'blue', 'keypoint': {'x': 485, 'y': 569}}, {'name': 'orange', 'keypoint': {'x': 435, 'y': 482}}, {'name': 'yellow', 'keypoint': {'x': 651, 'y': 412}}, {'name': 'yellow', 'keypoint': {'x': 22, 'y': 474}}, {'name': 'blue', 'keypoint': {'x': 433, 'y': 371}}, {'name': 'orange', 'keypoint': {'x': 112, 'y': 403}}, {'name': 'yellow', 'keypoint': {'x': 629, 'y': 596}}, {'name': 'yellow', 'keypoint': {'x': 17, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 429, 'y': 465}}]
synthetic_image_469.png$[{'name': 'blue', 'keypoint': {'x': 91, 'y': 539}}, {'name': 'blue', 'keypoint': {'x': 437, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 434, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 350, 'y': 476}}, {'name': 'blue', 'keypoint': {'x': 389, 'y': 424}}, {'name': 'green', 'keypoint': {'x': 378, 'y': 505}}, {'name': 'yellow', 'keypoint': {'x': 117, 'y': 561}}, {'name': 'yellow', 'keypoint': {'x': 612, 'y': 518}}, {'name': 'orange', 'keypoint': {'x': 657, 'y': 580}}, {'name': 'orange', 'keypoint': {'x': 25, 'y': 518}}]
synthetic_image_470.png$[{'name': 'orange', 'keypoint': {'x': 126, 'y': 454}}, {'name': 'green', 'keypoint': {'x': 444, 'y': 439}}, {'name': 'orange', 'keypoint': {'x': 318, 'y': 577}}, {'name': 'orange', 'keypoint': {'x': 363, 'y': 461}}, {'name': 'yellow', 'keypoint': {'x': 191, 'y': 379}}, {'name': 'orange', 'keypoint': {'x': 531, 'y': 574}}, {'name': 'blue', 'keypoint': {'x': 63, 'y': 498}}, {'name': 'yellow', 'keypoint': {'x': 680, 'y': 406}}, {'name': 'orange', 'keypoint': {'x': 528, 'y': 571}}, {'name': 'green', 'keypoint': {'x': 477, 'y': 545}}]
synthetic_image_471.png$[{'name': 'orange', 'keypoint': {'x': 64, 'y': 437}}, {'name': 'orange', 'keypoint': {'x': 584, 'y': 447}}, {'name': 'blue', 'keypoint': {'x': 619, 'y': 502}}, {'name': 'green', 'keypoint': {'x': 450, 'y': 504}}, {'name': 'yellow', 'keypoint': {'x': 421, 'y': 409}}, {'name': 'orange', 'keypoint': {'x': 542, 'y': 562}}, {'name': 'yellow', 'keypoint': {'x': 74, 'y': 602}}, {'name': 'yellow', 'keypoint': {'x': 81, 'y': 539}}, {'name': 'green', 'keypoint': {'x': 49, 'y': 634}}, {'name': 'yellow', 'keypoint': {'x': 218, 'y': 525}}]
synthetic_image_472.png$[{'name': 'green', 'keypoint': {'x': 216, 'y': 507}}, {'name': 'yellow', 'keypoint': {'x': 153, 'y': 586}}, {'name': 'green', 'keypoint': {'x': 325, 'y': 452}}, {'name': 'orange', 'keypoint': {'x': 447, 'y': 417}}, {'name': 'blue', 'keypoint': {'x': 522, 'y': 368}}, {'name': 'orange', 'keypoint': {'x': 197, 'y': 512}}, {'name': 'blue', 'keypoint': {'x': 372, 'y': 609}}, {'name': 'blue', 'keypoint': {'x': 32, 'y': 513}}, {'name': 'green', 'keypoint': {'x': 485, 'y': 416}}, {'name': 'orange', 'keypoint': {'x': 136, 'y': 623}}]
synthetic_image_473.png$[{'name': 'blue', 'keypoint': {'x': 339, 'y': 472}}, {'name': 'yellow', 'keypoint': {'x': 23, 'y': 564}}, {'name': 'yellow', 'keypoint': {'x': 367, 'y': 619}}, {'name': 'yellow', 'keypoint': {'x': 122, 'y': 542}}, {'name': 'blue', 'keypoint': {'x': 7, 'y': 529}}, {'name': 'blue', 'keypoint': {'x': 164, 'y': 599}}, {'name': 'blue', 'keypoint': {'x': 115, 'y': 618}}, {'name': 'green', 'keypoint': {'x': 29, 'y': 582}}, {'name': 'yellow', 'keypoint': {'x': 560, 'y': 593}}, {'name': 'blue', 'keypoint': {'x': 496, 'y': 550}}]
synthetic_image_474.png$[{'name': 'green', 'keypoint': {'x': 32, 'y': 409}}, {'name': 'blue', 'keypoint': {'x': 273, 'y': 508}}, {'name': 'green', 'keypoint': {'x': 128, 'y': 559}}, {'name': 'blue', 'keypoint': {'x': 413, 'y': 625}}, {'name': 'blue', 'keypoint': {'x': 209, 'y': 574}}, {'name': 'orange', 'keypoint': {'x': 152, 'y': 626}}, {'name': 'green', 'keypoint': {'x': 329, 'y': 604}}, {'name': 'orange', 'keypoint': {'x': 611, 'y': 397}}, {'name': 'blue', 'keypoint': {'x': 346, 'y': 429}}, {'name': 'green', 'keypoint': {'x': 519, 'y': 567}}]
synthetic_image_475.png$[{'name': 'yellow', 'keypoint': {'x': 627, 'y': 546}}, {'name': 'blue', 'keypoint': {'x': 235, 'y': 546}}, {'name': 'green', 'keypoint': {'x': 404, 'y': 371}}, {'name': 'orange', 'keypoint': {'x': 497, 'y': 397}}, {'name': 'yellow', 'keypoint': {'x': 502, 'y': 509}}, {'name': 'yellow', 'keypoint': {'x': 583, 'y': 494}}, {'name': 'green', 'keypoint': {'x': 698, 'y': 386}}, {'name': 'yellow', 'keypoint': {'x': 260, 'y': 583}}, {'name': 'orange', 'keypoint': {'x': 329, 'y': 511}}, {'name': 'green', 'keypoint': {'x': 630, 'y': 523}}]
synthetic_image_476.png$[{'name': 'blue', 'keypoint': {'x': 159, 'y': 431}}, {'name': 'blue', 'keypoint': {'x': 386, 'y': 441}}, {'name': 'orange', 'keypoint': {'x': 460, 'y': 599}}, {'name': 'yellow', 'keypoint': {'x': 413, 'y': 584}}, {'name': 'blue', 'keypoint': {'x': 381, 'y': 364}}, {'name': 'green', 'keypoint': {'x': 608, 'y': 577}}, {'name': 'green', 'keypoint': {'x': 104, 'y': 428}}, {'name': 'orange', 'keypoint': {'x': 32, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 347, 'y': 513}}, {'name': 'orange', 'keypoint': {'x': 288, 'y': 428}}]
synthetic_image_477.png$[{'name': 'blue', 'keypoint': {'x': 398, 'y': 567}}, {'name': 'blue', 'keypoint': {'x': 536, 'y': 391}}, {'name': 'blue', 'keypoint': {'x': 304, 'y': 540}}, {'name': 'orange', 'keypoint': {'x': 332, 'y': 571}}, {'name': 'blue', 'keypoint': {'x': 193, 'y': 403}}, {'name': 'yellow', 'keypoint': {'x': 603, 'y': 482}}, {'name': 'blue', 'keypoint': {'x': 717, 'y': 555}}, {'name': 'blue', 'keypoint': {'x': 630, 'y': 500}}, {'name': 'orange', 'keypoint': {'x': 106, 'y': 449}}, {'name': 'yellow', 'keypoint': {'x': 136, 'y': 594}}]
synthetic_image_478.png$[{'name': 'green', 'keypoint': {'x': 405, 'y': 566}}, {'name': 'green', 'keypoint': {'x': 684, 'y': 608}}, {'name': 'orange', 'keypoint': {'x': 678, 'y': 368}}, {'name': 'green', 'keypoint': {'x': 300, 'y': 603}}, {'name': 'yellow', 'keypoint': {'x': 394, 'y': 488}}, {'name': 'blue', 'keypoint': {'x': 621, 'y': 453}}, {'name': 'yellow', 'keypoint': {'x': 420, 'y': 370}}, {'name': 'orange', 'keypoint': {'x': 522, 'y': 492}}, {'name': 'orange', 'keypoint': {'x': 232, 'y': 448}}, {'name': 'green', 'keypoint': {'x': 642, 'y': 439}}]
synthetic_image_479.png$[{'name': 'yellow', 'keypoint': {'x': 439, 'y': 565}}, {'name': 'orange', 'keypoint': {'x': 20, 'y': 497}}, {'name': 'yellow', 'keypoint': {'x': 290, 'y': 564}}, {'name': 'yellow', 'keypoint': {'x': 671, 'y': 550}}, {'name': 'green', 'keypoint': {'x': 77, 'y': 438}}, {'name': 'blue', 'keypoint': {'x': 236, 'y': 415}}, {'name': 'green', 'keypoint': {'x': 547, 'y': 526}}, {'name': 'yellow', 'keypoint': {'x': 231, 'y': 360}}, {'name': 'orange', 'keypoint': {'x': 143, 'y': 520}}, {'name': 'blue', 'keypoint': {'x': 611, 'y': 428}}]
synthetic_image_480.png$[{'name': 'blue', 'keypoint': {'x': 518, 'y': 572}}, {'name': 'yellow', 'keypoint': {'x': 438, 'y': 499}}, {'name': 'blue', 'keypoint': {'x': 475, 'y': 547}}, {'name': 'orange', 'keypoint': {'x': 512, 'y': 457}}, {'name': 'blue', 'keypoint': {'x': 80, 'y': 507}}, {'name': 'blue', 'keypoint': {'x': 127, 'y': 417}}, {'name': 'blue', 'keypoint': {'x': 684, 'y': 411}}, {'name': 'yellow', 'keypoint': {'x': 4, 'y': 398}}, {'name': 'blue', 'keypoint': {'x': 272, 'y': 543}}, {'name': 'orange', 'keypoint': {'x': 132, 'y': 515}}]
synthetic_image_481.png$[{'name': 'orange', 'keypoint': {'x': 215, 'y': 395}}, {'name': 'blue', 'keypoint': {'x': 205, 'y': 492}}, {'name': 'yellow', 'keypoint': {'x': 106, 'y': 385}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 535}}, {'name': 'orange', 'keypoint': {'x': 49, 'y': 605}}, {'name': 'orange', 'keypoint': {'x': 617, 'y': 384}}, {'name': 'yellow', 'keypoint': {'x': 247, 'y': 362}}, {'name': 'green', 'keypoint': {'x': 523, 'y': 596}}, {'name': 'blue', 'keypoint': {'x': 65, 'y': 605}}, {'name': 'yellow', 'keypoint': {'x': 311, 'y': 492}}]
synthetic_image_482.png$[{'name': 'blue', 'keypoint': {'x': 633, 'y': 616}}, {'name': 'yellow', 'keypoint': {'x': 354, 'y': 377}}, {'name': 'blue', 'keypoint': {'x': 598, 'y': 604}}, {'name': 'yellow', 'keypoint': {'x': 710, 'y': 391}}, {'name': 'blue', 'keypoint': {'x': 225, 'y': 387}}, {'name': 'orange', 'keypoint': {'x': 327, 'y': 622}}, {'name': 'yellow', 'keypoint': {'x': 96, 'y': 418}}, {'name': 'orange', 'keypoint': {'x': 40, 'y': 584}}, {'name': 'blue', 'keypoint': {'x': 305, 'y': 558}}, {'name': 'blue', 'keypoint': {'x': 203, 'y': 546}}]
synthetic_image_483.png$[{'name': 'green', 'keypoint': {'x': 334, 'y': 584}}, {'name': 'blue', 'keypoint': {'x': 571, 'y': 633}}, {'name': 'green', 'keypoint': {'x': 376, 'y': 422}}, {'name': 'green', 'keypoint': {'x': 367, 'y': 384}}, {'name': 'yellow', 'keypoint': {'x': 116, 'y': 425}}, {'name': 'green', 'keypoint': {'x': 432, 'y': 397}}, {'name': 'blue', 'keypoint': {'x': 94, 'y': 477}}, {'name': 'green', 'keypoint': {'x': 150, 'y': 360}}, {'name': 'orange', 'keypoint': {'x': 12, 'y': 589}}, {'name': 'yellow', 'keypoint': {'x': 10, 'y': 384}}]
synthetic_image_484.png$[{'name': 'blue', 'keypoint': {'x': 280, 'y': 615}}, {'name': 'green', 'keypoint': {'x': 290, 'y': 470}}, {'name': 'blue', 'keypoint': {'x': 114, 'y': 415}}, {'name': 'blue', 'keypoint': {'x': 654, 'y': 367}}, {'name': 'yellow', 'keypoint': {'x': 205, 'y': 571}}, {'name': 'blue', 'keypoint': {'x': 200, 'y': 511}}, {'name': 'yellow', 'keypoint': {'x': 539, 'y': 361}}, {'name': 'orange', 'keypoint': {'x': 392, 'y': 464}}, {'name': 'yellow', 'keypoint': {'x': 346, 'y': 468}}, {'name': 'green', 'keypoint': {'x': 639, 'y': 515}}]
synthetic_image_485.png$[{'name': 'green', 'keypoint': {'x': 294, 'y': 590}}, {'name': 'blue', 'keypoint': {'x': 223, 'y': 625}}, {'name': 'green', 'keypoint': {'x': 247, 'y': 409}}, {'name': 'orange', 'keypoint': {'x': 297, 'y': 612}}, {'name': 'blue', 'keypoint': {'x': 275, 'y': 554}}, {'name': 'blue', 'keypoint': {'x': 90, 'y': 410}}, {'name': 'yellow', 'keypoint': {'x': 505, 'y': 514}}, {'name': 'yellow', 'keypoint': {'x': 716, 'y': 578}}, {'name': 'orange', 'keypoint': {'x': 370, 'y': 421}}, {'name': 'blue', 'keypoint': {'x': 409, 'y': 369}}]
synthetic_image_486.png$[{'name': 'orange', 'keypoint': {'x': 194, 'y': 365}}, {'name': 'yellow', 'keypoint': {'x': 169, 'y': 423}}, {'name': 'orange', 'keypoint': {'x': 171, 'y': 459}}, {'name': 'orange', 'keypoint': {'x': 267, 'y': 619}}, {'name': 'green', 'keypoint': {'x': 665, 'y': 561}}, {'name': 'green', 'keypoint': {'x': 697, 'y': 468}}, {'name': 'yellow', 'keypoint': {'x': 504, 'y': 568}}, {'name': 'orange', 'keypoint': {'x': 347, 'y': 519}}, {'name': 'blue', 'keypoint': {'x': 340, 'y': 405}}, {'name': 'orange', 'keypoint': {'x': 98, 'y': 511}}]
synthetic_image_487.png$[{'name': 'yellow', 'keypoint': {'x': 713, 'y': 536}}, {'name': 'orange', 'keypoint': {'x': 407, 'y': 518}}, {'name': 'yellow', 'keypoint': {'x': 712, 'y': 618}}, {'name': 'blue', 'keypoint': {'x': 130, 'y': 382}}, {'name': 'orange', 'keypoint': {'x': 530, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 171, 'y': 513}}, {'name': 'yellow', 'keypoint': {'x': 4, 'y': 599}}, {'name': 'orange', 'keypoint': {'x': 83, 'y': 391}}, {'name': 'orange', 'keypoint': {'x': 192, 'y': 402}}, {'name': 'blue', 'keypoint': {'x': 148, 'y': 619}}]
synthetic_image_488.png$[{'name': 'orange', 'keypoint': {'x': 437, 'y': 584}}, {'name': 'yellow', 'keypoint': {'x': 618, 'y': 580}}, {'name': 'yellow', 'keypoint': {'x': 643, 'y': 536}}, {'name': 'green', 'keypoint': {'x': 291, 'y': 550}}, {'name': 'yellow', 'keypoint': {'x': 380, 'y': 465}}, {'name': 'blue', 'keypoint': {'x': 305, 'y': 439}}, {'name': 'green', 'keypoint': {'x': 153, 'y': 486}}, {'name': 'yellow', 'keypoint': {'x': 658, 'y': 617}}, {'name': 'blue', 'keypoint': {'x': 5, 'y': 400}}, {'name': 'green', 'keypoint': {'x': 705, 'y': 611}}]
synthetic_image_489.png$[{'name': 'green', 'keypoint': {'x': 720, 'y': 523}}, {'name': 'green', 'keypoint': {'x': 376, 'y': 439}}, {'name': 'green', 'keypoint': {'x': 10, 'y': 445}}, {'name': 'orange', 'keypoint': {'x': 420, 'y': 421}}, {'name': 'blue', 'keypoint': {'x': 537, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 537, 'y': 492}}, {'name': 'blue', 'keypoint': {'x': 297, 'y': 396}}, {'name': 'orange', 'keypoint': {'x': 260, 'y': 567}}, {'name': 'blue', 'keypoint': {'x': 507, 'y': 434}}, {'name': 'yellow', 'keypoint': {'x': 548, 'y': 443}}]
synthetic_image_490.png$[{'name': 'blue', 'keypoint': {'x': 177, 'y': 369}}, {'name': 'orange', 'keypoint': {'x': 585, 'y': 483}}, {'name': 'orange', 'keypoint': {'x': 306, 'y': 504}}, {'name': 'orange', 'keypoint': {'x': 600, 'y': 372}}, {'name': 'yellow', 'keypoint': {'x': 311, 'y': 376}}, {'name': 'orange', 'keypoint': {'x': 443, 'y': 433}}, {'name': 'yellow', 'keypoint': {'x': 315, 'y': 423}}, {'name': 'blue', 'keypoint': {'x': 336, 'y': 535}}, {'name': 'green', 'keypoint': {'x': 624, 'y': 540}}, {'name': 'orange', 'keypoint': {'x': 581, 'y': 535}}]
synthetic_image_491.png$[{'name': 'blue', 'keypoint': {'x': 462, 'y': 547}}, {'name': 'orange', 'keypoint': {'x': 51, 'y': 459}}, {'name': 'blue', 'keypoint': {'x': 32, 'y': 438}}, {'name': 'orange', 'keypoint': {'x': 216, 'y': 499}}, {'name': 'yellow', 'keypoint': {'x': 673, 'y': 528}}, {'name': 'green', 'keypoint': {'x': 493, 'y': 421}}, {'name': 'yellow', 'keypoint': {'x': 512, 'y': 497}}, {'name': 'green', 'keypoint': {'x': 622, 'y': 591}}, {'name': 'green', 'keypoint': {'x': 446, 'y': 396}}, {'name': 'yellow', 'keypoint': {'x': 139, 'y': 571}}]
synthetic_image_492.png$[{'name': 'orange', 'keypoint': {'x': 319, 'y': 424}}, {'name': 'yellow', 'keypoint': {'x': 62, 'y': 634}}, {'name': 'yellow', 'keypoint': {'x': 617, 'y': 517}}, {'name': 'green', 'keypoint': {'x': 373, 'y': 439}}, {'name': 'orange', 'keypoint': {'x': 315, 'y': 566}}, {'name': 'blue', 'keypoint': {'x': 345, 'y': 491}}, {'name': 'orange', 'keypoint': {'x': 553, 'y': 506}}, {'name': 'green', 'keypoint': {'x': 151, 'y': 593}}, {'name': 'orange', 'keypoint': {'x': 639, 'y': 630}}, {'name': 'orange', 'keypoint': {'x': 323, 'y': 521}}]
synthetic_image_493.png$[{'name': 'green', 'keypoint': {'x': 476, 'y': 482}}, {'name': 'blue', 'keypoint': {'x': 632, 'y': 582}}, {'name': 'blue', 'keypoint': {'x': 519, 'y': 415}}, {'name': 'blue', 'keypoint': {'x': 106, 'y': 449}}, {'name': 'green', 'keypoint': {'x': 558, 'y': 471}}, {'name': 'blue', 'keypoint': {'x': 282, 'y': 480}}, {'name': 'yellow', 'keypoint': {'x': 368, 'y': 620}}, {'name': 'green', 'keypoint': {'x': 268, 'y': 465}}, {'name': 'blue', 'keypoint': {'x': 555, 'y': 496}}, {'name': 'green', 'keypoint': {'x': 147, 'y': 505}}]
synthetic_image_494.png$[{'name': 'blue', 'keypoint': {'x': 61, 'y': 397}}, {'name': 'green', 'keypoint': {'x': 629, 'y': 373}}, {'name': 'green', 'keypoint': {'x': 257, 'y': 406}}, {'name': 'yellow', 'keypoint': {'x': 509, 'y': 543}}, {'name': 'green', 'keypoint': {'x': 26, 'y': 512}}, {'name': 'blue', 'keypoint': {'x': 329, 'y': 555}}, {'name': 'orange', 'keypoint': {'x': 627, 'y': 427}}, {'name': 'yellow', 'keypoint': {'x': 149, 'y': 569}}, {'name': 'green', 'keypoint': {'x': 458, 'y': 478}}, {'name': 'green', 'keypoint': {'x': 621, 'y': 451}}]
synthetic_image_495.png$[{'name': 'yellow', 'keypoint': {'x': 91, 'y': 553}}, {'name': 'yellow', 'keypoint': {'x': 64, 'y': 605}}, {'name': 'orange', 'keypoint': {'x': 174, 'y': 426}}, {'name': 'orange', 'keypoint': {'x': 494, 'y': 415}}, {'name': 'orange', 'keypoint': {'x': 514, 'y': 574}}, {'name': 'yellow', 'keypoint': {'x': 469, 'y': 364}}, {'name': 'orange', 'keypoint': {'x': 166, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 505, 'y': 586}}, {'name': 'blue', 'keypoint': {'x': 557, 'y': 511}}, {'name': 'yellow', 'keypoint': {'x': 15, 'y': 426}}]
synthetic_image_496.png$[{'name': 'blue', 'keypoint': {'x': 588, 'y': 527}}, {'name': 'blue', 'keypoint': {'x': 208, 'y': 404}}, {'name': 'yellow', 'keypoint': {'x': 340, 'y': 384}}, {'name': 'blue', 'keypoint': {'x': 282, 'y': 500}}, {'name': 'green', 'keypoint': {'x': 519, 'y': 591}}, {'name': 'yellow', 'keypoint': {'x': 64, 'y': 409}}, {'name': 'blue', 'keypoint': {'x': 650, 'y': 453}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 537}}, {'name': 'yellow', 'keypoint': {'x': 22, 'y': 483}}, {'name': 'green', 'keypoint': {'x': 294, 'y': 526}}]
synthetic_image_497.png$[{'name': 'yellow', 'keypoint': {'x': 489, 'y': 423}}, {'name': 'yellow', 'keypoint': {'x': 473, 'y': 558}}, {'name': 'yellow', 'keypoint': {'x': 70, 'y': 461}}, {'name': 'green', 'keypoint': {'x': 713, 'y': 433}}, {'name': 'orange', 'keypoint': {'x': 356, 'y': 450}}, {'name': 'yellow', 'keypoint': {'x': 190, 'y': 510}}, {'name': 'green', 'keypoint': {'x': 385, 'y': 484}}, {'name': 'yellow', 'keypoint': {'x': 55, 'y': 534}}, {'name': 'green', 'keypoint': {'x': 35, 'y': 607}}, {'name': 'blue', 'keypoint': {'x': 389, 'y': 403}}]
synthetic_image_498.png$[{'name': 'orange', 'keypoint': {'x': 185, 'y': 523}}, {'name': 'blue', 'keypoint': {'x': 80, 'y': 419}}, {'name': 'blue', 'keypoint': {'x': 560, 'y': 620}}, {'name': 'blue', 'keypoint': {'x': 416, 'y': 492}}, {'name': 'yellow', 'keypoint': {'x': 486, 'y': 411}}, {'name': 'yellow', 'keypoint': {'x': 691, 'y': 477}}, {'name': 'yellow', 'keypoint': {'x': 22, 'y': 598}}, {'name': 'green', 'keypoint': {'x': 350, 'y': 624}}, {'name': 'yellow', 'keypoint': {'x': 321, 'y': 517}}, {'name': 'orange', 'keypoint': {'x': 163, 'y': 497}}]
synthetic_image_499.png$[{'name': 'yellow', 'keypoint': {'x': 228, 'y': 440}}, {'name': 'green', 'keypoint': {'x': 79, 'y': 392}}, {'name': 'blue', 'keypoint': {'x': 685, 'y': 457}}, {'name': 'blue', 'keypoint': {'x': 109, 'y': 564}}, {'name': 'orange', 'keypoint': {'x': 355, 'y': 513}}, {'name': 'yellow', 'keypoint': {'x': 146, 'y': 487}}, {'name': 'orange', 'keypoint': {'x': 32, 'y': 517}}, {'name': 'yellow', 'keypoint': {'x': 526, 'y': 476}}, {'name': 'blue', 'keypoint': {'x': 299, 'y': 590}}, {'name': 'orange', 'keypoint': {'x': 134, 'y': 465}}]
synthetic_image_500.png$[{'name': 'blue', 'keypoint': {'x': 18, 'y': 394}}, {'name': 'orange', 'keypoint': {'x': 202, 'y': 486}}, {'name': 'yellow', 'keypoint': {'x': 478, 'y': 391}}, {'name': 'orange', 'keypoint': {'x': 588, 'y': 630}}, {'name': 'green', 'keypoint': {'x': 225, 'y': 501}}, {'name': 'green', 'keypoint': {'x': 560, 'y': 425}}, {'name': 'blue', 'keypoint': {'x': 304, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 538, 'y': 481}}, {'name': 'green', 'keypoint': {'x': 512, 'y': 365}}, {'name': 'green', 'keypoint': {'x': 379, 'y': 598}}]
